Scaffold,GN,,
SymbC1.scaffold11361.3,13033,,
SymbC1.scaffold12570.2,2E4.130,,
SymbC1.scaffold3423.5,2E4.130,,
SymbC1.scaffold2004.2,36900,,
SymbC1.scaffold64.3,6454,,
SymbC1.scaffold384.4,6GAL,,
SymbC1.scaffold3018.1,A2Z30_08115,,
SymbC1.scaffold4467.3,AADAC,,
SymbC1.scaffold3433.3,AAE3,,
SymbC1.scaffold579.1,AAEL002956,,
SymbC1.scaffold3262.1,AAEL003481,,
SymbC1.scaffold245.1,AAEL003512,,
SymbC1.scaffold2671.1,AAEL004607,,
SymbC1.scaffold450.9,AAEL005527,,
SymbC1.scaffold328.20,AAEL011789,,
SymbC1.scaffold4690.2,AAO2,,
SymbC1.scaffold6285.1,Aar2,,
SymbC1.scaffold1431.2,aarA,,
SymbC1.scaffold3449.1,ABC1687,,
SymbC1.scaffold6124.5,ABC1K1,,
SymbC1.scaffold1204.3,ABCA1,,
SymbC1.scaffold4840.1,abcA7,,
SymbC1.scaffold10331.2,ABCB1,,
SymbC1.scaffold1251.2,ABCB25,,
SymbC1.scaffold2069.4,abcB3,,
SymbC1.scaffold1243.1,Abcb4,,
SymbC1.scaffold281.2,ABCB4,,
SymbC1.scaffold535.2,Abcb6,,
SymbC1.scaffold7110.2,Abcb7,,
SymbC1.scaffold1152.6,ABCC1,,
SymbC1.scaffold12016.2,ABCC1,,
SymbC1.scaffold1636.1,ABCC1,,
SymbC1.scaffold2220.1,ABCC1,,
SymbC1.scaffold3422.10,ABCC1,,
SymbC1.scaffold6437.4,ABCC1,,
SymbC1.scaffold204.14,ABCC2,,
SymbC1.scaffold3210.1,ABCC2,,
SymbC1.scaffold6437.5,Abcc2,,
SymbC1.scaffold2275.4,abcC3,,
SymbC1.scaffold3628.1,ABCC4,,
SymbC1.scaffold9100.1,ABCC4,,
SymbC1.scaffold4474.4,abcC8,,
SymbC1.scaffold1753.4,abcD2,,
SymbC1.scaffold2302.3,Abcd3,,
SymbC1.scaffold3850.5,ABCF2,,
SymbC1.scaffold1583.1,Abcf3,,
SymbC1.scaffold1003.11,ABCF4,,
SymbC1.scaffold3528.1,ABCG2,,
SymbC1.scaffold4237.3,Abcg2,,
SymbC1.scaffold106.9,ABCG25,,
SymbC1.scaffold4194.4,ABCG26,,
SymbC1.scaffold5289.3,ABCG5,,
SymbC1.scaffold441.7,ABCG7,,
SymbC1.scaffold3508.2,ABCI20,,
SymbC1.scaffold2313.4,abfB,,
SymbC1.scaffold526.9,abhd11,,
SymbC1.scaffold16570.1,abhd13,,
SymbC1.scaffold5427.1,abhd13,,
SymbC1.scaffold8257.1,abhd13,,
SymbC1.scaffold9307.1,ABHD17A,,
SymbC1.scaffold1295.4,Abhd17b,,
SymbC1.scaffold2369.1,ABHD17B,,
SymbC1.scaffold563.4,abhd17c,,
SymbC1.scaffold182.12,ABHD3,,
SymbC1.scaffold131.14,abkC,,
SymbC1.scaffold15536.1,abkC,,
SymbC1.scaffold8940.4,abkD,,
SymbC1.scaffold12483.1,ACAA1,,
SymbC1.scaffold2178.2,Acaa1a,,
SymbC1.scaffold2178.1,Acaa1b,,
SymbC1.scaffold8083.1,ACAC,,
SymbC1.scaffold8133.1,ACAC,,
SymbC1.scaffold6121.1,ACACA,,
SymbC1.scaffold4716.3,ACAD11,,
SymbC1.scaffold6552.1,ACAD11,,
SymbC1.scaffold1990.8,acadsb,,
SymbC1.scaffold3176.2,acbd6,,
SymbC1.scaffold4735.2,ACBP2,,
SymbC1.scaffold5525.4,ACBP3,,
SymbC1.scaffold12600.1,ACC1,,
SymbC1.scaffold3240.1,ACC1,,
SymbC1.scaffold1438.6,accA,,
SymbC1.scaffold2730.1,accA,,
SymbC1.scaffold3137.4,accA,,
SymbC1.scaffold6268.4,AcCoAS,,
SymbC1.scaffold7685.6,aceE,,
SymbC1.scaffold3307.1,Acel_1111,,
SymbC1.scaffold3772.4,ACER3,,
SymbC1.scaffold1834.3,ACF2,,
SymbC1.scaffold4561.1,ACF2,,
SymbC1.scaffold988.8,ACF2,,
SymbC1.scaffold16037.1,ACHE,,
SymbC1.scaffold499.3,ackA,,
SymbC1.scaffold7859.1,ackA,,
SymbC1.scaffold17945.1,Acly,,
SymbC1.scaffold3593.2,Acly,,
SymbC1.scaffold5575.4,Acly,,
SymbC1.scaffold8366.1,Acot11,,
SymbC1.scaffold797.8,ACOX3,,
SymbC1.scaffold8144.1,ACOXL,,
SymbC1.scaffold166.5,ACP2,,
SymbC1.scaffold1200.2,ACP5,,
SymbC1.scaffold1381.6,ACP5,,
SymbC1.scaffold15053.1,ACP5,,
SymbC1.scaffold15053.2,ACP5,,
SymbC1.scaffold175.5,ACP5,,
SymbC1.scaffold1842.6,ACP5,,
SymbC1.scaffold28864.1,ACP5,,
SymbC1.scaffold3826.3,ACP5,,
SymbC1.scaffold5372.2,ACP5,,
SymbC1.scaffold5677.2,ACP5,,
SymbC1.scaffold5677.9,ACP5,,
SymbC1.scaffold609.8,ACP5,,
SymbC1.scaffold7403.1,ACP5,,
SymbC1.scaffold1785.4,ACP7,,
SymbC1.scaffold224.1,acr-16,,
SymbC1.scaffold3436.1,acr-7,,
SymbC1.scaffold6268.1,acsA,,
SymbC1.scaffold745.8,ACSBG2,,
SymbC1.scaffold9896.1,ACSBG2,,
SymbC1.scaffold10305.1,Acsf3,,
SymbC1.scaffold4252.1,ACT1,,
SymbC1.scaffold5767.1,acuI,,
SymbC1.scaffold8408.3,Acy1,,
SymbC1.scaffold1889.7,ada,,
SymbC1.scaffold248.13,Ada,,
SymbC1.scaffold2545.7,Ada,,
SymbC1.scaffold4714.1,Adamts20,,
SymbC1.scaffold377.6,ADAMTS9,,
SymbC1.scaffold6977.7,ADCY10,,
SymbC1.scaffold6456.4,ADE1,,
SymbC1.scaffold1836.12,ADGB,,
SymbC1.scaffold1836.13,ADGB,,
SymbC1.scaffold8488.1,ADGRB3,,
SymbC1.scaffold4800.3,adhA,,
SymbC1.scaffold7884.2,adhC2,,
SymbC1.scaffold1232.7,adhT,,
SymbC1.scaffold6336.1,ADJ80_02965,,
SymbC1.scaffold1795.2,ADK,,
SymbC1.scaffold229.1,ADK,,
SymbC1.scaffold5632.1,ADK,,
SymbC1.scaffold5987.3,ADK2,,
SymbC1.scaffold3335.1,ADL1,,
SymbC1.scaffold6364.3,ADL1,,
SymbC1.scaffold660.7,Adprm,,
SymbC1.scaffold3601.3,adrm1b,,
SymbC1.scaffold213.10,ADS3,,
SymbC1.scaffold6610.2,ADS3,,
SymbC1.scaffold1280.2,AFC1,,
SymbC1.scaffold6611.1,AFUA_2G14360,,
SymbC1.scaffold1231.3,AG118,,
SymbC1.scaffold4380.9,agaA,,
SymbC1.scaffold4087.5,agaB34,,
SymbC1.scaffold2285.6,AGAL3,,
SymbC1.scaffold3069.4,AGAP006244,,
SymbC1.scaffold6752.1,Agbl1,,
SymbC1.scaffold11925.1,Agbl5,,
SymbC1.scaffold1574.3,Agbl5,,
SymbC1.scaffold4604.3,agbl5,,
SymbC1.scaffold5913.3,AGD12,,
SymbC1.scaffold3881.10,AGL,,
SymbC1.scaffold1980.1,AGL188W,,
SymbC1.scaffold228.3,aglC,,
SymbC1.scaffold261.3,aglC,,
SymbC1.scaffold1400.2,ags1,,
SymbC1.scaffold1156.4,AIDA,,
SymbC1.scaffold2758.4,aidB,,
SymbC1.scaffold6469.4,aifA,,
SymbC1.scaffold11098.1,aifB,,
SymbC1.scaffold1470.2,aifB,,
SymbC1.scaffold304.12,aifB,,
SymbC1.scaffold580.4,AIP1,,
SymbC1.scaffold1262.1,AIP1-1,,
SymbC1.scaffold2379.3,ak1,,
SymbC1.scaffold2635.8,ak1,,
SymbC1.scaffold3223.8,ak1,,
SymbC1.scaffold4673.3,AK1,,
SymbC1.scaffold1732.3,AK7,,
SymbC1.scaffold236.5,Ak7,,
SymbC1.scaffold797.1,AK7,,
SymbC1.scaffold1370.2,AK812_SmicGene10896,,
SymbC1.scaffold1370.3,AK812_SmicGene10896,,
SymbC1.scaffold27.9,AK812_SmicGene11672,,
SymbC1.scaffold884.4,AK812_SmicGene12293,,
SymbC1.scaffold14408.1,AK812_SmicGene12873,,
SymbC1.scaffold90.4,AK812_SmicGene13287,,
SymbC1.scaffold90.8,AK812_SmicGene13287,,
SymbC1.scaffold3947.4,AK812_SmicGene1336,,
SymbC1.scaffold9905.2,AK812_SmicGene1336,,
SymbC1.scaffold2276.7,AK812_SmicGene13469,,
SymbC1.scaffold4459.1,AK812_SmicGene13780,,
SymbC1.scaffold5964.1,AK812_SmicGene13884,,
SymbC1.scaffold2391.2,AK812_SmicGene13956,,
SymbC1.scaffold1924.4,AK812_SmicGene14054,,
SymbC1.scaffold1766.8,AK812_SmicGene14180,,
SymbC1.scaffold472.3,AK812_SmicGene14482,,
SymbC1.scaffold472.5,AK812_SmicGene14486,,
SymbC1.scaffold1338.9,AK812_SmicGene14513,,
SymbC1.scaffold4323.1,AK812_SmicGene14513,,
SymbC1.scaffold575.5,AK812_SmicGene14667,,
SymbC1.scaffold11889.1,AK812_SmicGene1499,,
SymbC1.scaffold6122.2,AK812_SmicGene1499,,
SymbC1.scaffold539.7,AK812_SmicGene15117,,
SymbC1.scaffold193.1,AK812_SmicGene15320,,
SymbC1.scaffold1705.3,AK812_SmicGene15535,,
SymbC1.scaffold165.15,AK812_SmicGene15563,,
SymbC1.scaffold6869.5,AK812_SmicGene16729,,
SymbC1.scaffold4967.4,AK812_SmicGene16768,,
SymbC1.scaffold1416.1,AK812_SmicGene16779,,
SymbC1.scaffold5508.1,AK812_SmicGene17551,,
SymbC1.scaffold2271.7,AK812_SmicGene177,,
SymbC1.scaffold447.3,AK812_SmicGene18193,,
SymbC1.scaffold12753.2,AK812_SmicGene18235,,
SymbC1.scaffold13145.1,AK812_SmicGene18235,,
SymbC1.scaffold21178.1,AK812_SmicGene18235,,
SymbC1.scaffold2678.5,AK812_SmicGene18235,,
SymbC1.scaffold8074.1,AK812_SmicGene18281,,
SymbC1.scaffold2189.3,AK812_SmicGene18284,,
SymbC1.scaffold16886.1,AK812_SmicGene18302,,
SymbC1.scaffold364.2,AK812_SmicGene18302,,
SymbC1.scaffold4680.2,AK812_SmicGene18464,,
SymbC1.scaffold2271.6,AK812_SmicGene18503,,
SymbC1.scaffold3806.6,AK812_SmicGene18945,,
SymbC1.scaffold347.2,AK812_SmicGene19008,,
SymbC1.scaffold373.9,AK812_SmicGene19111,,
SymbC1.scaffold15001.1,AK812_SmicGene1967,,
SymbC1.scaffold20947.1,AK812_SmicGene19840,,
SymbC1.scaffold728.3,AK812_SmicGene19840,,
SymbC1.scaffold1334.2,AK812_SmicGene20119,,
SymbC1.scaffold5149.1,AK812_SmicGene20119,,
SymbC1.scaffold2010.3,AK812_SmicGene20146,,
SymbC1.scaffold2473.2,AK812_SmicGene20295,,
SymbC1.scaffold2473.3,AK812_SmicGene20295,,
SymbC1.scaffold1975.7,AK812_SmicGene2049,,
SymbC1.scaffold1458.10,AK812_SmicGene20544,,
SymbC1.scaffold2291.7,AK812_SmicGene20806,,
SymbC1.scaffold555.14,AK812_SmicGene20960,,
SymbC1.scaffold5680.3,AK812_SmicGene20981,,
SymbC1.scaffold6792.1,AK812_SmicGene21003,,
SymbC1.scaffold675.11,AK812_SmicGene21062,,
SymbC1.scaffold15243.1,AK812_SmicGene21080,,
SymbC1.scaffold1428.3,AK812_SmicGene21211,,
SymbC1.scaffold3812.1,AK812_SmicGene21627,,
SymbC1.scaffold7281.1,AK812_SmicGene21627,,
SymbC1.scaffold2401.1,AK812_SmicGene21937,,
SymbC1.scaffold5920.3,AK812_SmicGene22034,,
SymbC1.scaffold3062.2,AK812_SmicGene22262,,
SymbC1.scaffold1220.6,AK812_SmicGene22269,,
SymbC1.scaffold4098.5,AK812_SmicGene22306,,
SymbC1.scaffold224.4,AK812_SmicGene22430,,
SymbC1.scaffold284.4,AK812_SmicGene22656,,
SymbC1.scaffold9917.1,AK812_SmicGene23207,,
SymbC1.scaffold1338.7,AK812_SmicGene23574,,
SymbC1.scaffold32969.1,AK812_SmicGene23595,,
SymbC1.scaffold1228.3,AK812_SmicGene24054,,
SymbC1.scaffold1228.5,AK812_SmicGene24054,,
SymbC1.scaffold1894.1,AK812_SmicGene2419,,
SymbC1.scaffold2311.2,AK812_SmicGene24289,,
SymbC1.scaffold776.25,AK812_SmicGene24289,,
SymbC1.scaffold1007.6,AK812_SmicGene24373,,
SymbC1.scaffold7236.1,AK812_SmicGene24476,,
SymbC1.scaffold416.5,AK812_SmicGene24524,,
SymbC1.scaffold10043.5,AK812_SmicGene24564,,
SymbC1.scaffold38.12,AK812_SmicGene24679,,
SymbC1.scaffold7065.1,AK812_SmicGene24741,,
SymbC1.scaffold2688.4,AK812_SmicGene25061,,
SymbC1.scaffold362.2,AK812_SmicGene25158,,
SymbC1.scaffold4106.2,AK812_SmicGene25158,,
SymbC1.scaffold2154.10,AK812_SmicGene25379,,
SymbC1.scaffold8359.2,AK812_SmicGene25430,,
SymbC1.scaffold1058.1,AK812_SmicGene25788,,
SymbC1.scaffold12766.1,AK812_SmicGene25788,,
SymbC1.scaffold1507.7,AK812_SmicGene25788,,
SymbC1.scaffold18812.1,AK812_SmicGene25788,,
SymbC1.scaffold1977.2,AK812_SmicGene25788,,
SymbC1.scaffold4853.1,AK812_SmicGene25788,,
SymbC1.scaffold5250.2,AK812_SmicGene25788,,
SymbC1.scaffold5882.1,AK812_SmicGene25788,,
SymbC1.scaffold7966.1,AK812_SmicGene25788,,
SymbC1.scaffold8227.1,AK812_SmicGene25788,,
